"Estado","TipoDelito","SubtipoDelito","Modalidad","BienJuridicoAfectado","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"Jalisco","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",3,2,3,4,2,1,1,2,0,3,3,4
"Jalisco","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,2,1,0,0,0,0,1,4
"Jalisco","Aborto","Aborto","Aborto","La vida y la Integridad corporal",1,0,2,3,2,2,0,1,1,0,0,1
"Jalisco","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",1,2,3,1,0,1,1,1,1,0,1,1
"Jalisco","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",93,86,102,85,68,91,68,99,82,80,67,65
"Jalisco","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",161,199,220,176,176,183,165,179,188,184,161,145
"Jalisco","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",18,26,31,10,18,24,21,28,24,26,18,19
"Jalisco","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",3,10,8,3,7,2,2,7,4,5,4,5
"Jalisco","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",29,37,37,26,27,24,19,25,36,36,32,41
"Jalisco","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,38,0,0,0,0,0,0,0,0,0
"Jalisco","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",17,35,0,13,34,29,34,18,33,26,32,26
"Jalisco","Robo","Robo a casa habitación","Con violencia","El patrimonio",37,42,35,66,73,51,45,40,26,34,37,36
"Jalisco","Robo","Robo a casa habitación","Sin violencia","El patrimonio",429,390,383,230,243,373,383,374,364,395,384,364
"Jalisco","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",505,484,434,405,421,366,407,406,336,310,279,317
"Jalisco","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",558,561,461,401,414,426,453,412,402,417,394,387
"Jalisco","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",70,51,68,74,66,59,75,79,54,80,65,62
"Jalisco","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",222,167,207,153,156,148,159,144,125,157,173,178
"Jalisco","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Robo","Robo de autopartes","Con violencia","El patrimonio",0,1,1,3,5,0,0,0,2,2,0,0
"Jalisco","Robo","Robo de autopartes","Sin violencia","El patrimonio",266,208,158,90,107,144,203,187,146,185,126,155
"Jalisco","Robo","Robo a transportista","Con violencia","El patrimonio",21,19,30,28,26,34,31,35,31,35,28,34
"Jalisco","Robo","Robo a transportista","Sin violencia","El patrimonio",11,5,8,8,4,7,4,1,4,3,5,1
"Jalisco","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",737,633,624,521,552,554,573,640,672,713,548,545
"Jalisco","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",497,428,362,160,160,204,277,249,286,269,214,286
"Jalisco","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",0,0,0,0,0,9,6,6,7,0,14,8
"Jalisco","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",0,0,1,0,0,6,6,19,15,0,37,10
"Jalisco","Robo","Robo en transporte público individual","Con violencia","El patrimonio",0,0,0,0,0,23,24,17,12,9,4,15
"Jalisco","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",0,0,0,0,0,2,5,4,2,3,7,15
"Jalisco","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",0,0,0,0,1,5,4,2,4,3,2,7
"Jalisco","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",0,0,1,0,0,20,11,17,19,14,18,10
"Jalisco","Robo","Robo en transporte individual","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,3
"Jalisco","Robo","Robo en transporte individual","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Robo","Robo a institución bancaria","Con violencia","El patrimonio",1,3,1,1,2,5,2,3,3,2,0,0
"Jalisco","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",0,0,0,1,1,0,0,1,0,0,0,0
"Jalisco","Robo","Robo a negocio","Con violencia","El patrimonio",612,510,610,570,556,530,614,541,514,524,393,509
"Jalisco","Robo","Robo a negocio","Sin violencia","El patrimonio",354,313,317,236,206,342,366,294,324,301,285,304
"Jalisco","Robo","Robo de ganado","Con violencia","El patrimonio",0,1,0,1,1,1,1,2,1,1,0,1
"Jalisco","Robo","Robo de ganado","Sin violencia","El patrimonio",12,20,11,12,15,10,10,6,9,10,14,12
"Jalisco","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",4,1,5,4,4,3,0,2,1,2,7,3
"Jalisco","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",3,6,3,6,6,4,6,3,2,1,2,4
"Jalisco","Robo","Robo de maquinaria","Robo de tractores Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Robo","Robo de maquinaria","Robo de tractores Sin violencia","El patrimonio",0,0,0,0,0,0,1,1,0,0,0,0
"Jalisco","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Robo","Otros robos","Con violencia","El patrimonio",45,50,49,62,86,81,46,51,58,176,94,121
"Jalisco","Robo","Otros robos","Sin violencia","El patrimonio",1289,964,890,595,715,808,908,912,878,933,977,1166
"Jalisco","Fraude","Fraude","Fraude","El patrimonio",567,620,532,339,380,622,697,776,605,748,636,683
"Jalisco","Abuso de confianza","Abuso de confianza","Abuso de confianza","El patrimonio",206,182,171,98,125,176,190,141,158,156,127,125
"Jalisco","Extorsión","Extorsión","Extorsión","El patrimonio",68,54,71,46,65,74,76,62,55,62,38,59
"Jalisco","Daño a la propiedad","Daño a la propiedad","Daño a la propiedad","El patrimonio",637,627,559,466,554,617,539,637,536,658,577,677
"Jalisco","Despojo","Despojo","Despojo","El patrimonio",152,145,141,82,145,213,205,158,161,177,134,146
"Jalisco","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Violencia familiar","Violencia familiar","Violencia familiar","La familia",777,943,1094,965,1116,1198,1106,999,941,1026,858,867
"Jalisco","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","La familia",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","La familia",0,0,0,0,0,0,0,0,0,0,0,0
"Jalisco","Otros delitos contra la familia","Otros delitos contra la familia","Otros delitos contra la familia","La familia",115,117,97,48,57,91,91,81,92,117,74,101
"Jalisco","Corrupción de menores","Corrupción de menores","Corrupción de menores","La sociedad",9,14,10,12,18,5,11,9,14,13,9,10
"Jalisco","Trata de personas","Trata de personas","Trata de personas","La sociedad",0,0,2,1,0,0,1,3,4,0,2,2
"Jalisco","Otros delitos contra la sociedad","Otros delitos contra la sociedad","Otros delitos contra la sociedad","La sociedad",1,0,1,0,0,3,2,0,0,4,1,0
"Jalisco","Narcomenudeo","Narcomenudeo","Narcomenudeo","Otros bienes jurídicos afectados (del fuero común)",88,95,118,66,74,68,86,78,110,110,85,89
"Jalisco","Amenazas","Amenazas","Amenazas","Otros bienes jurídicos afectados (del fuero común)",932,857,893,701,742,907,841,826,768,880,761,733
"Jalisco","Allanamiento de morada","Allanamiento de morada","Allanamiento de morada","Otros bienes jurídicos afectados (del fuero común)",26,23,20,16,27,22,12,22,23,29,17,17
"Jalisco","Evasión de presos","Evasión de presos","Evasión de presos","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,0,0,0,0,2,0,0
"Jalisco","Falsedad","Falsedad","Falsedad","Otros bienes jurídicos afectados (del fuero común)",20,11,17,2,7,5,12,11,8,9,11,12
"Jalisco","Falsificación","Falsificación","Falsificación","Otros bienes jurídicos afectados (del fuero común)",120,90,111,108,150,196,171,142,141,175,159,131
"Jalisco","Contra el medio ambiente","Contra el medio ambiente","Contra el medio ambiente","Otros bienes jurídicos afectados (del fuero común)",4,9,27,8,4,6,6,4,1,0,2,1
"Jalisco","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Otros bienes jurídicos afectados (del fuero común)",32,15,33,27,30,46,38,28,27,25,27,29
"Jalisco","Electorales","Electorales","Electorales","Otros bienes jurídicos afectados (del fuero común)",0,1,0,0,0,1,1,0,0,3,1,1
"Jalisco","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros bienes jurídicos afectados (del fuero común)",984,924,982,671,750,1000,933,1012,902,1037,885,871
"México","Homicidio","Homicidio doloso","Con arma de fuego","La vida y la Integridad corporal",129,139,176,151,140,127,144,124,136,138,124,128
"México","Homicidio","Homicidio doloso","Con arma blanca","La vida y la Integridad corporal",17,20,22,17,22,16,17,22,19,20,24,18
"México","Homicidio","Homicidio doloso","Con otro elemento","La vida y la Integridad corporal",36,44,62,45,41,42,41,57,48,57,42,36
"México","Homicidio","Homicidio doloso","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",77,56,73,102,70,103,84,103,92,114,140,120
"México","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",135,106,140,134,106,109,146,131,152,163,153,139
"México","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",101,92,102,106,75,131,163,121,138,162,163,172
"México","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",3117,3621,4068,3273,2699,3020,3291,3515,3529,3666,3368,3195
"México","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",26,35,40,29,34,23,25,5,3,3,7,1
"México","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",19,12,15,12,3,14,9,4,1,2,6,2
"México","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",429,476,488,268,226,250,355,397,401,470,459,469
"México","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",432,534,586,404,295,400,398,245,189,219,210,176
"México","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",4,8,64,3,4,0,4,2,3,2,2,1
"México","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",1,0,0,0,0,3,7,5,0,2,1,1
"México","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,2,1,2,2,1,1,4,1,3,7,1
"México","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",4,12,11,4,10,10,11,8,8,9,6,12
"México","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Aborto","Aborto","Aborto","La vida y la Integridad corporal",12,14,15,3,13,14,19,11,11,13,11,9
"México","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",68,75,88,135,95,108,97,92,72,83,88,85
"México","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",18,13,11,17,9,13,5,17,11,13,12,15
"México","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,1,0,0,0,0,0,0,0,0
"México","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,1,0,0,0,0,0,0,0,0
"México","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"México","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",239,266,238,195,177,220,219,244,246,303,187,226
"México","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",236,275,308,187,140,179,181,268,270,293,299,255
"México","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",57,69,96,76,101,89,84,95,126,137,96,86
"México","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",13,15,10,10,13,6,7,3,6,7,10,4
"México","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",68,109,94,73,92,94,84,100,126,111,105,99
"México","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",49,82,54,44,42,59,48,66,93,94,88,75
"México","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"México","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",9,9,8,8,12,6,9,3,9,8,11,5
"México","Robo","Robo a casa habitación","Con violencia","El patrimonio",80,69,67,71,79,74,94,61,84,79,105,112
"México","Robo","Robo a casa habitación","Sin violencia","El patrimonio",728,647,570,465,473,503,569,727,643,714,564,540
"México","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",1753,1591,1783,1429,1585,1447,1514,1490,1510,1641,1437,1242
"México","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",1463,1401,1305,909,1090,954,1003,1061,1084,1169,1107,1083
"México","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",226,216,231,217,237,246,240,285,221,268,214,211
"México","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",277,243,269,212,192,206,211,209,230,288,248,254
"México","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"México","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"México","Robo","Robo de autopartes","Con violencia","El patrimonio",45,34,34,24,24,0,7,1,18,18,33,17
"México","Robo","Robo de autopartes","Sin violencia","El patrimonio",240,193,203,213,212,236,154,27,263,235,245,253
"México","Robo","Robo a transportista","Con violencia","El patrimonio",337,318,299,411,330,433,409,380,350,377,415,432
"México","Robo","Robo a transportista","Sin violencia","El patrimonio",44,28,15,58,34,53,43,50,41,46,34,42
"México","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",1253,1322,1372,1114,988,1167,1461,1507,1553,1633,1539,1503
"México","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",22,13,0,16,8,67,182,199,173,206,161,213
"México","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",26,16,19,16,23,35,10,36,6,0,0,44
"México","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",0,0,0,0,0,0,17,11,4,0,0,2
"México","Robo","Robo en transporte público individual","Con violencia","El patrimonio",71,79,87,80,66,73,68,46,75,92,77,97
"México","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",0,1,0,1,1,0,0,1,0,0,0,0
"México","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",539,525,550,568,471,493,547,570,506,517,519,522
"México","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",7,10,17,9,12,3,16,21,24,31,33,21
"México","Robo","Robo en transporte individual","Con violencia","El patrimonio",323,222,146,221,305,309,303,287,290,287,275,302
"México","Robo","Robo en transporte individual","Sin violencia","El patrimonio",476,477,426,385,357,516,771,798,567,587,541,498
"México","Robo","Robo a institución bancaria","Con violencia","El patrimonio",6,4,4,3,0,2,4,2,1,2,1,0
"México","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"México","Robo","Robo a negocio","Con violencia","El patrimonio",1312,1415,1236,1227,1063,1349,1304,1171,1215,1227,1081,952
"México","Robo","Robo a negocio","Sin violencia","El patrimonio",46,66,41,61,36,342,768,902,767,774,582,602
"México","Robo","Robo de ganado","Con violencia","El patrimonio",6,4,3,3,6,3,4,4,3,6,4,3
"México","Robo","Robo de ganado","Sin violencia","El patrimonio",21,14,19,17,2,13,22,15,16,22,24,14
"México","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",0,0,0,1,0,0,0,0,1,0,1,1
"México","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"México","Robo","Robo de maquinaria","Robo de tractores Con violencia","El patrimonio",0,1,1,0,0,0,0,1,0,1,0,1
"México","Robo","Robo de maquinaria","Robo de tractores Sin violencia","El patrimonio",0,1,1,0,0,1,0,0,0,1,0,0
"México","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","El patrimonio",2,1,4,2,0,0,0,0,2,0,0,0
"México","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia","El patrimonio",4,3,0,3,0,1,0,0,0,0,0,2
"México","Robo","Otros robos","Con violencia","El patrimonio",798,578,536,677,574,538,549,431,374,415,396,384
"México","Robo","Otros robos","Sin violencia","El patrimonio",2728,2558,2549,2061,1966,1629,1140,1210,1455,1501,1459,1319
"México","Fraude","Fraude","Fraude","El patrimonio",817,832,764,805,650,898,1109,1181,1176,1202,1000,972
"México","Abuso de confianza","Abuso de confianza","Abuso de confianza","El patrimonio",298,287,248,267,180,219,287,339,304,352,287,265
"México","Extorsión","Extorsión","Extorsión","El patrimonio",193,227,213,258,240,253,266,330,304,256,240,215
"México","Daño a la propiedad","Daño a la propiedad","Daño a la propiedad","El patrimonio",1142,1115,1076,990,743,945,998,1049,1078,1208,1091,1131
"México","Despojo","Despojo","Despojo","El patrimonio",304,312,320,331,289,385,471,470,457,406,408,406
"México","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","El patrimonio",9,6,9,8,28,15,7,4,4,2,7,3
"México","Violencia familiar","Violencia familiar","Violencia familiar","La familia",884,995,998,1449,1392,1616,1594,1592,1716,1639,1524,1516
"México","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","La familia",105,116,123,214,169,170,183,180,200,161,148,220
"México","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","La familia",174,200,155,53,58,116,123,211,232,286,212,175
"México","Otros delitos contra la familia","Otros delitos contra la familia","Otros delitos contra la familia","La familia",0,2,0,0,0,1,2,0,0,0,0,1
"México","Corrupción de menores","Corrupción de menores","Corrupción de menores","La sociedad",7,16,11,13,18,15,7,9,14,16,12,7
"México","Trata de personas","Trata de personas","Trata de personas","La sociedad",6,9,5,8,5,7,6,15,15,6,5,3
"México","Otros delitos contra la sociedad","Otros delitos contra la sociedad","Otros delitos contra la sociedad","La sociedad",436,438,350,179,200,209,268,373,445,535,528,502
"México","Narcomenudeo","Narcomenudeo","Narcomenudeo","Otros bienes jurídicos afectados (del fuero común)",336,370,332,141,259,279,315,368,458,448,381,254
"México","Amenazas","Amenazas","Amenazas","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,0,0,0,0,0,0,0
"México","Allanamiento de morada","Allanamiento de morada","Allanamiento de morada","Otros bienes jurídicos afectados (del fuero común)",149,138,142,152,134,139,140,138,139,163,120,112
"México","Evasión de presos","Evasión de presos","Evasión de presos","Otros bienes jurídicos afectados (del fuero común)",1,1,0,1,2,0,2,6,1,3,1,3
"México","Falsedad","Falsedad","Falsedad","Otros bienes jurídicos afectados (del fuero común)",13,5,6,4,5,0,2,0,1,10,4,5
"México","Falsificación","Falsificación","Falsificación","Otros bienes jurídicos afectados (del fuero común)",111,113,82,55,77,104,94,155,167,161,185,158
"México","Contra el medio ambiente","Contra el medio ambiente","Contra el medio ambiente","Otros bienes jurídicos afectados (del fuero común)",32,46,39,36,36,46,43,38,51,31,29,29
"México","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Otros bienes jurídicos afectados (del fuero común)",328,338,327,253,241,307,340,364,410,372,350,282
"México","Electorales","Electorales","Electorales","Otros bienes jurídicos afectados (del fuero común)",1,1,0,0,0,0,0,0,2,2,0,1
"México","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros bienes jurídicos afectados (del fuero común)",5954,6114,6203,3916,3602,4536,5146,6060,5595,6280,6259,6540
"Michoacán de Ocampo","Homicidio","Homicidio doloso","Con arma de fuego","La vida y la Integridad corporal",134,137,144,137,126,96,118,121,128,148,145,149
"Michoacán de Ocampo","Homicidio","Homicidio doloso","Con arma blanca","La vida y la Integridad corporal",10,13,15,10,7,13,5,16,4,8,19,7
"Michoacán de Ocampo","Homicidio","Homicidio doloso","Con otro elemento","La vida y la Integridad corporal",23,6,8,8,12,8,9,12,8,9,6,9
"Michoacán de Ocampo","Homicidio","Homicidio doloso","No especificado","La vida y la Integridad corporal",2,21,15,20,8,15,11,11,11,18,7,9
"Michoacán de Ocampo","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",0,0,2,0,2,0,0,1,1,0,3,0
"Michoacán de Ocampo","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,1,0
"Michoacán de Ocampo","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",64,53,67,70,60,59,54,49,48,61,56,81
"Michoacán de Ocampo","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",5,6,8,3,4,6,3,6,1,4,2,2
"Michoacán de Ocampo","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",12,18,25,16,17,9,6,14,10,14,12,10
"Michoacán de Ocampo","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",59,57,65,66,64,56,55,64,58,58,61,52
"Michoacán de Ocampo","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",25,25,33,22,39,32,39,34,36,42,32,27
"Michoacán de Ocampo","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",299,303,436,325,360,357,336,349,295,341,342,306
"Michoacán de Ocampo","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",106,117,122,104,104,117,88,109,158,139,133,139
"Michoacán de Ocampo","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",0,2,0,0,1,1,0,0,2,0,1,1
"Michoacán de Ocampo","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,1,0,0,0,0,0
"Michoacán de Ocampo","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",81,72,65,60,51,79,73,58,69,80,76,85
"Michoacán de Ocampo","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",15,3,6,6,6,10,11,4,4,8,7,3
"Michoacán de Ocampo","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",4,4,5,4,2,5,5,8,3,3,9,9
"Michoacán de Ocampo","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",0,0,1,0,1,0,1,0,0,0,0,1
"Michoacán de Ocampo","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,0,2,0,0,0,1,1,0,1,1,2
"Michoacán de Ocampo","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",0,0,2,1,0,1,0,1,0,0,1,0
"Michoacán de Ocampo","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,1,0,0,0,0,0,0,1,0,1,0
"Michoacán de Ocampo","Aborto","Aborto","Aborto","La vida y la Integridad corporal",0,1,3,1,0,0,1,0,2,0,0,3
"Michoacán de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",15,23,16,14,20,5,12,18,23,23,25,11
"Michoacán de Ocampo","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",3,4,1,4,3,3,6,6,5,6,6,1
"Michoacán de Ocampo","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
