"Estado","TipoDelito","SubtipoDelito","Modalidad","BienJuridicoAfectado","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"Michoacán de Ocampo","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,0,0,1,0,0,0,0,0,0
"Michoacán de Ocampo","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",50,49,43,37,36,22,38,34,32,24,18,29
"Michoacán de Ocampo","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",43,36,47,42,49,43,39,50,49,33,39,46
"Michoacán de Ocampo","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",0,0,0,1,0,0,4,9,6,14,13,15
"Michoacán de Ocampo","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",6,21,10,8,7,12,6,3,5,5,0,1
"Michoacán de Ocampo","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",19,30,38,19,32,30,35,32,33,25,24,23
"Michoacán de Ocampo","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",6,8,13,10,6,7,12,4,5,10,6,11
"Michoacán de Ocampo","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",6,7,8,3,12,9,16,7,23,12,16,10
"Michoacán de Ocampo","Robo","Robo a casa habitación","Con violencia","El patrimonio",20,21,29,21,20,20,35,33,23,22,23,21
"Michoacán de Ocampo","Robo","Robo a casa habitación","Sin violencia","El patrimonio",137,124,98,62,72,89,93,104,93,96,94,98
"Michoacán de Ocampo","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",230,179,195,178,196,166,153,161,154,165,167,161
"Michoacán de Ocampo","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",224,174,161,109,134,149,171,157,167,171,177,194
"Michoacán de Ocampo","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",43,39,56,48,38,36,26,36,37,41,36,58
"Michoacán de Ocampo","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",129,107,107,74,77,90,91,114,96,107,85,91
"Michoacán de Ocampo","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Robo","Robo de autopartes","Con violencia","El patrimonio",1,0,1,1,1,0,0,2,0,1,0,1
"Michoacán de Ocampo","Robo","Robo de autopartes","Sin violencia","El patrimonio",3,3,2,2,2,5,4,2,5,2,2,4
"Michoacán de Ocampo","Robo","Robo a transportista","Con violencia","El patrimonio",67,53,120,82,70,68,89,77,54,120,71,88
"Michoacán de Ocampo","Robo","Robo a transportista","Sin violencia","El patrimonio",10,10,6,8,5,6,12,11,9,18,8,10
"Michoacán de Ocampo","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",43,40,36,22,34,27,37,20,18,23,19,20
"Michoacán de Ocampo","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",22,34,35,6,14,14,18,17,18,18,13,23
"Michoacán de Ocampo","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",3,5,7,5,2,2,10,5,5,2,3,1
"Michoacán de Ocampo","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",4,8,6,1,5,2,10,4,8,6,8,5
"Michoacán de Ocampo","Robo","Robo en transporte público individual","Con violencia","El patrimonio",4,2,4,4,1,0,2,1,0,1,1,2
"Michoacán de Ocampo","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",1,1,4,1,0,0,0,0,0,1,0,3
"Michoacán de Ocampo","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",18,21,19,13,5,4,8,11,8,3,2,4
"Michoacán de Ocampo","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",4,0,0,0,1,1,1,3,1,0,2,1
"Michoacán de Ocampo","Robo","Robo en transporte individual","Con violencia","El patrimonio",3,1,2,0,0,1,0,4,0,5,2,1
"Michoacán de Ocampo","Robo","Robo en transporte individual","Sin violencia","El patrimonio",0,1,0,2,0,0,1,0,1,0,0,1
"Michoacán de Ocampo","Robo","Robo a institución bancaria","Con violencia","El patrimonio",1,0,0,0,0,1,2,0,0,0,0,0
"Michoacán de Ocampo","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",1,0,1,0,0,1,3,2,0,0,0,1
"Michoacán de Ocampo","Robo","Robo a negocio","Con violencia","El patrimonio",49,27,44,26,35,34,33,28,41,24,32,23
"Michoacán de Ocampo","Robo","Robo a negocio","Sin violencia","El patrimonio",46,49,48,20,28,31,41,47,27,43,39,30
"Michoacán de Ocampo","Robo","Robo de ganado","Con violencia","El patrimonio",0,2,1,0,3,2,1,0,1,1,1,1
"Michoacán de Ocampo","Robo","Robo de ganado","Sin violencia","El patrimonio",4,10,8,1,9,6,6,2,4,6,9,9
"Michoacán de Ocampo","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",1,3,0,1,1,1,1,1,1,0,0,0
"Michoacán de Ocampo","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",2,1,3,3,2,2,2,2,2,0,0,1
"Michoacán de Ocampo","Robo","Robo de maquinaria","Robo de tractores Con violencia","El patrimonio",3,0,1,1,1,2,2,1,0,2,0,0
"Michoacán de Ocampo","Robo","Robo de maquinaria","Robo de tractores Sin violencia","El patrimonio",2,1,1,1,2,0,2,2,2,2,0,1
"Michoacán de Ocampo","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","El patrimonio",0,0,2,1,0,0,0,1,0,0,2,0
"Michoacán de Ocampo","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia","El patrimonio",10,7,12,4,1,1,1,0,4,4,1,1
"Michoacán de Ocampo","Robo","Otros robos","Con violencia","El patrimonio",96,80,103,59,82,102,96,79,91,81,85,82
"Michoacán de Ocampo","Robo","Otros robos","Sin violencia","El patrimonio",284,270,249,130,209,197,230,212,206,237,227,202
"Michoacán de Ocampo","Fraude","Fraude","Fraude","El patrimonio",152,146,171,95,149,175,192,159,149,259,164,164
"Michoacán de Ocampo","Abuso de confianza","Abuso de confianza","Abuso de confianza","El patrimonio",40,54,64,34,41,42,70,47,44,67,44,44
"Michoacán de Ocampo","Extorsión","Extorsión","Extorsión","El patrimonio",1,0,0,0,4,2,2,4,5,2,2,7
"Michoacán de Ocampo","Daño a la propiedad","Daño a la propiedad","Daño a la propiedad","El patrimonio",303,246,278,186,210,230,255,284,257,292,290,297
"Michoacán de Ocampo","Despojo","Despojo","Despojo","El patrimonio",63,65,60,43,83,89,83,91,86,90,66,79
"Michoacán de Ocampo","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","El patrimonio",22,23,33,18,31,19,26,42,28,25,21,28
"Michoacán de Ocampo","Violencia familiar","Violencia familiar","Violencia familiar","La familia",78,73,121,113,100,118,108,95,105,111,89,74
"Michoacán de Ocampo","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","La familia",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","La familia",7,13,11,3,5,7,15,10,6,11,12,10
"Michoacán de Ocampo","Otros delitos contra la familia","Otros delitos contra la familia","Otros delitos contra la familia","La familia",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Corrupción de menores","Corrupción de menores","Corrupción de menores","La sociedad",5,4,9,1,1,2,0,3,5,2,1,1
"Michoacán de Ocampo","Trata de personas","Trata de personas","Trata de personas","La sociedad",2,0,2,3,1,0,0,3,0,0,0,0
"Michoacán de Ocampo","Otros delitos contra la sociedad","Otros delitos contra la sociedad","Otros delitos contra la sociedad","La sociedad",0,0,1,0,1,0,1,0,0,0,0,0
"Michoacán de Ocampo","Narcomenudeo","Narcomenudeo","Narcomenudeo","Otros bienes jurídicos afectados (del fuero común)",180,222,201,100,124,151,163,177,164,193,162,173
"Michoacán de Ocampo","Amenazas","Amenazas","Amenazas","Otros bienes jurídicos afectados (del fuero común)",305,331,362,224,340,330,354,341,355,425,367,353
"Michoacán de Ocampo","Allanamiento de morada","Allanamiento de morada","Allanamiento de morada","Otros bienes jurídicos afectados (del fuero común)",34,22,35,35,28,24,30,33,30,32,15,24
"Michoacán de Ocampo","Evasión de presos","Evasión de presos","Evasión de presos","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,0,0,0,0,0,0,0
"Michoacán de Ocampo","Falsedad","Falsedad","Falsedad","Otros bienes jurídicos afectados (del fuero común)",3,2,2,4,2,3,1,4,4,4,1,1
"Michoacán de Ocampo","Falsificación","Falsificación","Falsificación","Otros bienes jurídicos afectados (del fuero común)",29,42,31,25,26,34,24,42,47,59,79,87
"Michoacán de Ocampo","Contra el medio ambiente","Contra el medio ambiente","Contra el medio ambiente","Otros bienes jurídicos afectados (del fuero común)",5,10,9,7,18,27,12,18,19,12,5,6
"Michoacán de Ocampo","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Otros bienes jurídicos afectados (del fuero común)",23,42,36,42,37,27,18,19,35,26,37,25
"Michoacán de Ocampo","Electorales","Electorales","Electorales","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,1,0,0,0,0,0,0
"Michoacán de Ocampo","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros bienes jurídicos afectados (del fuero común)",287,312,429,276,310,262,325,343,333,295,263,286
"Morelos","Homicidio","Homicidio doloso","Con arma de fuego","La vida y la Integridad corporal",42,52,66,57,48,44,46,41,43,65,45,51
"Morelos","Homicidio","Homicidio doloso","Con arma blanca","La vida y la Integridad corporal",4,6,2,11,4,1,5,8,6,6,1,4
"Morelos","Homicidio","Homicidio doloso","Con otro elemento","La vida y la Integridad corporal",11,11,9,10,12,21,12,14,9,9,14,11
"Morelos","Homicidio","Homicidio doloso","No especificado","La vida y la Integridad corporal",0,1,0,0,0,0,0,0,0,0,0,0
"Morelos","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",32,18,13,10,10,15,10,23,18,15,20,18
"Morelos","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",0,0,0,0,3,0,1,1,1,0,0,0
"Morelos","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",0,3,0,10,4,0,0,0,2,0,0,4
"Morelos","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",77,97,77,66,64,58,69,75,84,65,71,63
"Morelos","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",209,209,215,177,133,181,256,262,213,243,245,242
"Morelos","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",2,1,0,3,0,0,4,1,0,0,2,0
"Morelos","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,2,1,0,0,0,1,0,2
"Morelos","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",2,2,2,1,1,3,1,1,1,0,1,1
"Morelos","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Aborto","Aborto","Aborto","La vida y la Integridad corporal",1,0,0,0,0,1,2,3,0,2,3,1
"Morelos","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",49,48,39,38,29,37,43,40,29,37,35,55
"Morelos","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",8,5,5,7,5,5,4,1,2,5,2,3
"Morelos","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,1,0,0,0,0,0,0,0,0,0,0
"Morelos","Secuestro","Secuestro","Secuestro exprés","Libertad personal",1,0,0,0,0,0,0,1,1,1,0,0
"Morelos","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Rapto","Rapto","Rapto","Libertad personal",0,0,1,1,0,0,1,0,0,0,0,2
"Morelos","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",14,20,17,17,13,20,27,15,20,17,22,11
"Morelos","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",31,41,49,26,31,23,44,43,42,52,42,45
"Morelos","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",1,4,4,1,0,1,2,5,3,2,0,2
"Morelos","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",3,4,7,2,3,6,5,2,10,6,5,9
"Morelos","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",30,35,35,26,29,32,37,41,42,45,37,28
"Morelos","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",0,1,4,0,0,0,4,3,2,0,0,1
"Morelos","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",8,12,2,6,8,7,7,4,7,4,4,5
"Morelos","Robo","Robo a casa habitación","Con violencia","El patrimonio",9,10,9,9,8,7,16,15,8,7,9,8
"Morelos","Robo","Robo a casa habitación","Sin violencia","El patrimonio",132,135,122,74,97,87,94,118,133,121,122,114
"Morelos","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",106,101,129,95,114,151,113,125,86,116,114,137
"Morelos","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",103,97,106,69,103,119,122,94,97,93,116,115
"Morelos","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",10,20,17,21,14,29,28,21,25,11,32,28
"Morelos","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",78,71,48,40,93,93,91,60,57,54,78,91
"Morelos","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Robo","Robo de autopartes","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Morelos","Robo","Robo de autopartes","Sin violencia","El patrimonio",139,160,183,74,51,66,95,84,89,122,132,100
"Morelos","Robo","Robo a transportista","Con violencia","El patrimonio",30,29,38,20,20,37,37,22,30,20,20,19
